Name,fibered,lambda,seifert_genus,ranks,total_rank,L_space_knot,epsilon,modulus,nu,tau
K13a45,True,5,4,"{(-4, -3): 1, (-3, -2): 9, (-2, -1): 36, (-1, 0): 81, (0, 1): 105, (1, 2): 81, (2, 3): 36, (3, 4): 9, (4, 5): 1}",359,False,-1,2,0,-1
K13a46,False,NaN,4,"{(-4, -4): 2, (-3, -3): 14, (-2, -2): 42, (-1, -1): 76, (0, 0): 93, (1, 1): 76, (2, 2): 42, (3, 3): 14, (4, 4): 2}",361,False,0,2,0,0
K13a47,False,NaN,4,"{(-4, -7): 3, (-3, -6): 16, (-2, -5): 38, (-1, -4): 61, (0, -3): 71, (1, -2): 61, (2, -1): 38, (3, 0): 16, (4, 1): 3}",307,False,1,2,3,3
K13a48,True,7,5,"{(-5, -3): 1, (-4, -2): 5, (-3, -1): 13, (-2, 0): 25, (-1, 1): 35, (0, 2): 39, (1, 3): 35, (2, 4): 25, (3, 5): 13, (4, 6): 5, (5, 7): 1}",197,False,-1,2,-1,-2
K13a49,False,NaN,4,"{(-4, -3): 2, (-3, -2): 11, (-2, -1): 30, (-1, 0): 55, (0, 1): 67, (1, 2): 55, (2, 3): 30, (3, 4): 11, (4, 5): 2}",263,False,-1,2,0,-1
K13a50,True,3,4,"{(-4, -5): 1, (-3, -4): 9, (-2, -3): 34, (-1, -2): 69, (0, -1): 85, (1, 0): 69, (2, 1): 34, (3, 2): 9, (4, 3): 1}",311,False,1,2,1,1
K13a51,False,NaN,4,"{(-4, -3): 2, (-3, -2): 10, (-2, -1): 23, (-1, 0): 36, (0, 1): 41, (1, 2): 36, (2, 3): 23, (3, 4): 10, (4, 5): 2}",183,False,-1,2,0,-1
K13a52,False,NaN,3,"{(-3, -3): 4, (-2, -2): 21, (-1, -1): 47, (0, 0): 61, (1, 1): 47, (2, 2): 21, (3, 3): 4}",205,False,0,2,0,0
K13a53,True,5,4,"{(-4, -3): 1, (-3, -2): 9, (-2, -1): 34, (-1, 0): 69, (0, 1): 85, (1, 2): 69, (2, 3): 34, (3, 4): 9, (4, 5): 1}",311,False,-1,2,0,-1
K13a54,True,4,4,"{(-4, -4): 1, (-3, -3): 9, (-2, -2): 36, (-1, -1): 79, (0, 0): 103, (1, 1): 79, (2, 2): 36, (3, 3): 9, (4, 4): 1}",353,False,0,2,0,0
K13a55,False,NaN,3,"{(-3, -5): 7, (-2, -4): 38, (-1, -3): 84, (0, -2): 107, (1, -1): 84, (2, 0): 38, (3, 1): 7}",365,False,1,2,2,2
K13a56,False,NaN,4,"{(-4, -6): 2, (-3, -5): 15, (-2, -4): 45, (-1, -3): 77, (0, -2): 91, (1, -1): 77, (2, 0): 45, (3, 1): 15, (4, 2): 2}",369,False,1,2,2,2
K13a57,False,NaN,4,"{(-4, -3): 2, (-3, -2): 13, (-2, -1): 42, (-1, 0): 84, (0, 1): 105, (1, 2): 84, (2, 3): 42, (3, 4): 13, (4, 5): 2}",387,False,-1,2,0,-1
K13a58,True,3,4,"{(-4, -5): 1, (-3, -4): 9, (-2, -3): 36, (-1, -2): 79, (0, -1): 101, (1, 0): 79, (2, 1): 36, (3, 2): 9, (4, 3): 1}",351,False,1,2,1,1
K13a59,False,NaN,3,"{(-3, -4): 4, (-2, -3): 25, (-1, -2): 63, (0, -1): 83, (1, 0): 63, (2, 1): 25, (3, 2): 4}",267,False,1,2,1,1
K13a60,False,NaN,3,"{(-3, -5): 5, (-2, -4): 28, (-1, -3): 64, (0, -2): 83, (1, -1): 64, (2, 0): 28, (3, 1): 5}",277,False,1,2,2,2
K13a61,False,NaN,4,"{(-4, -3): 2, (-3, -2): 11, (-2, -1): 27, (-1, 0): 43, (0, 1): 49, (1, 2): 43, (2, 3): 27, (3, 4): 11, (4, 5): 2}",215,False,-1,2,0,-1
K13a62,False,NaN,3,"{(-3, -3): 4, (-2, -2): 23, (-1, -1): 55, (0, 0): 73, (1, 1): 55, (2, 2): 23, (3, 3): 4}",237,False,0,2,0,0
K13a63,False,NaN,4,"{(-4, -3): 2, (-3, -2): 13, (-2, -1): 42, (-1, 0): 84, (0, 1): 105, (1, 2): 84, (2, 3): 42, (3, 4): 13, (4, 5): 2}",387,False,-1,2,0,-1
K13a64,False,NaN,4,"{(-4, -5): 2, (-3, -4): 14, (-2, -3): 44, (-1, -2): 82, (0, -1): 99, (1, 0): 82, (2, 1): 44, (3, 2): 14, (4, 3): 2}",383,False,1,2,1,1
K13a65,False,NaN,3,"{(-3, -5): 5, (-2, -4): 26, (-1, -3): 55, (0, -2): 69, (1, -1): 55, (2, 0): 26, (3, 1): 5}",241,False,1,2,2,2
K13a66,True,4,4,"{(-4, -4): 1, (-3, -3): 9, (-2, -2): 32, (-1, -1): 63, (0, 0): 79, (1, 1): 63, (2, 2): 32, (3, 3): 9, (4, 4): 1}",289,False,0,2,0,0
K13a67,False,NaN,4,"{(-4, -4): 2, (-3, -3): 14, (-2, -2): 42, (-1, -1): 76, (0, 0): 93, (1, 1): 76, (2, 2): 42, (3, 3): 14, (4, 4): 2}",361,False,0,2,0,0
K13a68,True,3,4,"{(-4, -5): 1, (-3, -4): 9, (-2, -3): 32, (-1, -2): 59, (0, -1): 69, (1, 0): 59, (2, 1): 32, (3, 2): 9, (4, 3): 1}",271,False,1,2,1,1
K13a69,True,5,4,"{(-4, -3): 1, (-3, -2): 9, (-2, -1): 36, (-1, 0): 80, (0, 1): 103, (1, 2): 80, (2, 3): 36, (3, 4): 9, (4, 5): 1}",355,False,-1,2,0,-1
K13a70,True,4,4,"{(-4, -4): 1, (-3, -3): 9, (-2, -2): 34, (-1, -1): 72, (0, 0): 93, (1, 1): 72, (2, 2): 34, (3, 3): 9, (4, 4): 1}",325,False,0,2,0,0
K13a71,False,NaN,4,"{(-4, -6): 2, (-3, -5): 15, (-2, -4): 45, (-1, -3): 77, (0, -2): 91, (1, -1): 77, (2, 0): 45, (3, 1): 15, (4, 2): 2}",369,False,1,2,2,2
K13a72,True,3,4,"{(-4, -5): 1, (-3, -4): 9, (-2, -3): 32, (-1, -2): 60, (0, -1): 71, (1, 0): 60, (2, 1): 32, (3, 2): 9, (4, 3): 1}",275,False,1,2,1,1
K13a73,True,5,4,"{(-4, -3): 1, (-3, -2): 9, (-2, -1): 36, (-1, 0): 80, (0, 1): 103, (1, 2): 80, (2, 3): 36, (3, 4): 9, (4, 5): 1}",355,False,-1,2,0,-1
K13a74,True,4,4,"{(-4, -4): 1, (-3, -3): 9, (-2, -2): 34, (-1, -1): 72, (0, 0): 93, (1, 1): 72, (2, 2): 34, (3, 3): 9, (4, 4): 1}",325,False,0,2,0,0
K13a75,False,NaN,3,"{(-3, -3): 2, (-2, -2): 17, (-1, -1): 54, (0, 0): 79, (1, 1): 54, (2, 2): 17, (3, 3): 2}",225,False,0,2,0,0
K13a76,True,6,4,"{(-4, -2): 1, (-3, -1): 9, (-2, 0): 34, (-1, 1): 68, (0, 2): 85, (1, 3): 68, (2, 4): 34, (3, 5): 9, (4, 6): 1}",309,False,-1,2,-1,-2
K13a77,False,NaN,4,"{(-4, -5): 2, (-3, -4): 14, (-2, -3): 44, (-1, -2): 82, (0, -1): 99, (1, 0): 82, (2, 1): 44, (3, 2): 14, (4, 3): 2}",383,False,1,2,1,1
K13a78,False,NaN,3,"{(-3, -3): 2, (-2, -2): 17, (-1, -1): 55, (0, 0): 81, (1, 1): 55, (2, 2): 17, (3, 3): 2}",229,False,0,2,0,0
K13a79,True,3,4,"{(-4, -5): 1, (-3, -4): 9, (-2, -3): 32, (-1, -2): 60, (0, -1): 71, (1, 0): 60, (2, 1): 32, (3, 2): 9, (4, 3): 1}",275,False,1,2,1,1
K13a80,False,NaN,4,"{(-4, -6): 2, (-3, -5): 13, (-2, -4): 34, (-1, -3): 52, (0, -2): 59, (1, -1): 52, (2, 0): 34, (3, 1): 13, (4, 2): 2}",261,False,1,2,2,2
K13a81,False,NaN,4,"{(-4, -4): 2, (-3, -3): 13, (-2, -2): 36, (-1, -1): 62, (0, 0): 75, (1, 1): 62, (2, 2): 36, (3, 3): 13, (4, 4): 2}",301,False,0,2,0,0
K13a82,True,7,5,"{(-5, -3): 1, (-4, -2): 5, (-3, -1): 12, (-2, 0): 19, (-1, 1): 21, (0, 2): 21, (1, 3): 21, (2, 4): 19, (3, 5): 12, (4, 6): 5, (5, 7): 1}",137,False,-1,2,-1,-2
K13a83,False,NaN,4,"{(-4, -3): 2, (-3, -2): 11, (-2, -1): 29, (-1, 0): 50, (0, 1): 59, (1, 2): 50, (2, 3): 29, (3, 4): 11, (4, 5): 2}",243,False,-1,2,0,-1
K13a84,False,NaN,4,"{(-4, -3): 2, (-3, -2): 12, (-2, -1): 34, (-1, 0): 60, (0, 1): 71, (1, 2): 60, (2, 3): 34, (3, 4): 12, (4, 5): 2}",287,False,-1,2,0,-1
K13a85,True,2,5,"{(-5, -8): 1, (-4, -7): 5, (-3, -6): 10, (-2, -5): 11, (-1, -4): 11, (0, -3): 11, (1, -2): 11, (2, -1): 11, (3, 0): 10, (4, 1): 5, (5, 2): 1}",87,False,1,2,3,3
K13a86,False,NaN,4,"{(-4, -6): 2, (-3, -5): 11, (-2, -4): 25, (-1, -3): 32, (0, -2): 33, (1, -1): 32, (2, 0): 25, (3, 1): 11, (4, 2): 2}",173,False,1,2,2,2
K13a87,False,NaN,4,"{(-4, -6): 2, (-3, -5): 12, (-2, -4): 32, (-1, -3): 52, (0, -2): 61, (1, -1): 52, (2, 0): 32, (3, 1): 12, (4, 2): 2}",257,False,1,2,2,2
K13a88,False,NaN,4,"{(-4, -5): 2, (-3, -4): 13, (-2, -3): 38, (-1, -2): 68, (0, -1): 81, (1, 0): 68, (2, 1): 38, (3, 2): 13, (4, 3): 2}",323,False,1,2,1,1
K13a89,False,NaN,3,"{(-3, -4): 4, (-2, -3): 24, (-1, -2): 60, (0, -1): 79, (1, 0): 60, (2, 1): 24, (3, 2): 4}",255,False,1,2,1,1
K13a90,False,NaN,3,"{(-3, -4): 4, (-2, -3): 24, (-1, -2): 56, (0, -1): 71, (1, 0): 56, (2, 1): 24, (3, 2): 4}",239,False,1,2,1,1
K13a91,False,NaN,3,"{(-3, -3): 3, (-2, -2): 17, (-1, -1): 42, (0, 0): 57, (1, 1): 42, (2, 2): 17, (3, 3): 3}",181,False,0,2,0,0
K13a92,False,NaN,3,"{(-3, -4): 3, (-2, -3): 17, (-1, -2): 40, (0, -1): 51, (1, 0): 40, (2, 1): 17, (3, 2): 3}",171,False,1,2,1,1
K13a93,True,4,4,"{(-4, -4): 1, (-3, -3): 10, (-2, -2): 40, (-1, -1): 87, (0, 0): 113, (1, 1): 87, (2, 2): 40, (3, 3): 10, (4, 4): 1}",389,False,0,2,0,0
K13a94,False,NaN,3,"{(-3, -4): 4, (-2, -3): 26, (-1, -2): 66, (0, -1): 87, (1, 0): 66, (2, 1): 26, (3, 2): 4}",279,False,1,2,1,1
K13a95,False,NaN,3,"{(-3, -3): 4, (-2, -2): 22, (-1, -1): 52, (0, 0): 69, (1, 1): 52, (2, 2): 22, (3, 3): 4}",225,False,0,2,0,0
K13a96,False,NaN,4,"{(-4, -6): 2, (-3, -5): 14, (-2, -4): 39, (-1, -3): 62, (0, -2): 71, (1, -1): 62, (2, 0): 39, (3, 1): 14, (4, 2): 2}",305,False,1,2,2,2
K13a97,False,NaN,3,"{(-3, -4): 3, (-2, -3): 21, (-1, -2): 56, (0, -1): 75, (1, 0): 56, (2, 1): 21, (3, 2): 3}",235,False,1,2,1,1
K13a98,False,NaN,4,"{(-4, -3): 2, (-3, -2): 11, (-2, -1): 26, (-1, 0): 38, (0, 1): 41, (1, 2): 38, (2, 3): 26, (3, 4): 11, (4, 5): 2}",195,False,-1,2,0,-1
K13a99,False,NaN,3,"{(-3, -3): 4, (-2, -2): 24, (-1, -1): 60, (0, 0): 81, (1, 1): 60, (2, 2): 24, (3, 3): 4}",257,False,0,2,0,0
K13a100,False,NaN,4,"{(-4, -6): 2, (-3, -5): 11, (-2, -4): 24, (-1, -3): 30, (0, -2): 31, (1, -1): 30, (2, 0): 24, (3, 1): 11, (4, 2): 2}",165,False,1,2,2,2
K13a101,False,NaN,3,"{(-3, -4): 4, (-2, -3): 24, (-1, -2): 58, (0, -1): 75, (1, 0): 58, (2, 1): 24, (3, 2): 4}",247,False,1,2,1,1
K13a102,True,4,4,"{(-4, -4): 1, (-3, -3): 10, (-2, -2): 40, (-1, -1): 87, (0, 0): 113, (1, 1): 87, (2, 2): 40, (3, 3): 10, (4, 4): 1}",389,False,0,2,0,0
K13a103,True,3,4,"{(-4, -5): 1, (-3, -4): 10, (-2, -3): 40, (-1, -2): 83, (0, -1): 103, (1, 0): 83, (2, 1): 40, (3, 2): 10, (4, 3): 1}",371,False,1,2,1,1
K13a104,False,NaN,4,"{(-4, -5): 2, (-3, -4): 12, (-2, -3): 33, (-1, -2): 58, (0, -1): 69, (1, 0): 58, (2, 1): 33, (3, 2): 12, (4, 3): 2}",279,False,1,2,1,1
K13a105,False,NaN,3,"{(-3, -3): 3, (-2, -2): 17, (-1, -1): 40, (0, 0): 53, (1, 1): 40, (2, 2): 17, (3, 3): 3}",173,False,0,2,0,0
K13a106,False,NaN,4,"{(-4, -6): 2, (-3, -5): 14, (-2, -4): 39, (-1, -3): 62, (0, -2): 71, (1, -1): 62, (2, 0): 39, (3, 1): 14, (4, 2): 2}",305,False,1,2,2,2
K13a107,False,NaN,4,"{(-4, -5): 2, (-3, -4): 12, (-2, -3): 33, (-1, -2): 58, (0, -1): 69, (1, 0): 58, (2, 1): 33, (3, 2): 12, (4, 3): 2}",279,False,1,2,1,1
K13a108,False,NaN,4,"{(-4, -6): 2, (-3, -5): 12, (-2, -4): 31, (-1, -3): 50, (0, -2): 59, (1, -1): 50, (2, 0): 31, (3, 1): 12, (4, 2): 2}",249,False,1,2,2,2
K13a109,False,NaN,3,"{(-3, -4): 3, (-2, -3): 17, (-1, -2): 38, (0, -1): 47, (1, 0): 38, (2, 1): 17, (3, 2): 3}",163,False,1,2,1,1
K13a110,False,NaN,2,"{(-2, -2): 4, (-1, -1): 20, (0, 0): 33, (1, 1): 20, (2, 2): 4}",81,False,0,2,0,0
K13a111,False,NaN,4,"{(-4, -3): 2, (-3, -2): 12, (-2, -1): 36, (-1, 0): 68, (0, 1): 83, (1, 2): 68, (2, 3): 36, (3, 4): 12, (4, 5): 2}",319,False,-1,2,0,-1
K13a112,False,NaN,4,"{(-4, -2): 3, (-3, -1): 15, (-2, 0): 41, (-1, 1): 71, (0, 2): 85, (1, 3): 71, (2, 4): 41, (3, 5): 15, (4, 6): 3}",345,False,-1,2,-1,-2
K13a113,True,4,5,"{(-5, -6): 1, (-4, -5): 5, (-3, -4): 16, (-2, -3): 35, (-1, -2): 56, (0, -1): 65, (1, 0): 56, (2, 1): 35, (3, 2): 16, (4, 3): 5, (5, 4): 1}",291,False,1,2,1,1
K13a114,False,NaN,4,"{(-4, -4): 2, (-3, -3): 10, (-2, -2): 28, (-1, -1): 50, (0, 0): 61, (1, 1): 50, (2, 2): 28, (3, 3): 10, (4, 4): 2}",241,False,0,2,0,0
K13a115,True,4,4,"{(-4, -4): 1, (-3, -3): 9, (-2, -2): 33, (-1, -1): 70, (0, 0): 91, (1, 1): 70, (2, 2): 33, (3, 3): 9, (4, 4): 1}",317,False,0,2,0,0
K13a116,True,4,5,"{(-5, -6): 1, (-4, -5): 5, (-3, -4): 15, (-2, -3): 30, (-1, -2): 44, (0, -1): 49, (1, 0): 44, (2, 1): 30, (3, 2): 15, (4, 3): 5, (5, 4): 1}",239,False,1,2,1,1
K13a117,False,NaN,4,"{(-4, -4): 2, (-3, -3): 11, (-2, -2): 33, (-1, -1): 62, (0, 0): 77, (1, 1): 62, (2, 2): 33, (3, 3): 11, (4, 4): 2}",293,False,0,2,0,0
K13a118,True,7,5,"{(-5, -3): 1, (-4, -2): 5, (-3, -1): 13, (-2, 0): 22, (-1, 1): 26, (0, 2): 27, (1, 3): 26, (2, 4): 22, (3, 5): 13, (4, 6): 5, (5, 7): 1}",161,False,-1,2,-1,-2
K13a119,False,NaN,4,"{(-4, -3): 2, (-3, -2): 11, (-2, -1): 31, (-1, 0): 56, (0, 1): 67, (1, 2): 56, (2, 3): 31, (3, 4): 11, (4, 5): 2}",267,False,-1,2,0,-1
K13a120,False,NaN,4,"{(-4, -4): 2, (-3, -3): 11, (-2, -2): 33, (-1, -1): 61, (0, 0): 75, (1, 1): 61, (2, 2): 33, (3, 3): 11, (4, 4): 2}",289,False,0,2,0,0
K13a121,False,NaN,4,"{(-4, -3): 2, (-3, -2): 11, (-2, -1): 31, (-1, 0): 55, (0, 1): 65, (1, 2): 55, (2, 3): 31, (3, 4): 11, (4, 5): 2}",263,False,-1,2,0,-1
K13a122,False,NaN,3,"{(-3, -3): 3, (-2, -2): 15, (-1, -1): 36, (0, 0): 49, (1, 1): 36, (2, 2): 15, (3, 3): 3}",157,False,0,2,0,0
K13a123,False,NaN,4,"{(-4, -2): 3, (-3, -1): 15, (-2, 0): 41, (-1, 1): 71, (0, 2): 85, (1, 3): 71, (2, 4): 41, (3, 5): 15, (4, 6): 3}",345,False,-1,2,-1,-2
K13a124,True,4,5,"{(-5, -6): 1, (-4, -5): 5, (-3, -4): 16, (-2, -3): 35, (-1, -2): 56, (0, -1): 65, (1, 0): 56, (2, 1): 35, (3, 2): 16, (4, 3): 5, (5, 4): 1}",291,False,1,2,1,1
K13a125,False,NaN,4,"{(-4, -7): 3, (-3, -6): 15, (-2, -5): 35, (-1, -4): 55, (0, -3): 63, (1, -2): 55, (2, -1): 35, (3, 0): 15, (4, 1): 3}",279,False,1,2,3,3
K13a126,False,NaN,3,"{(-3, -5): 6, (-2, -4): 29, (-1, -3): 61, (0, -2): 77, (1, -1): 61, (2, 0): 29, (3, 1): 6}",269,False,1,2,2,2
K13a127,False,NaN,3,"{(-3, -4): 4, (-2, -3): 28, (-1, -2): 74, (0, -1): 99, (1, 0): 74, (2, 1): 28, (3, 2): 4}",311,False,1,2,1,1
