Name,fibered,lambda,seifert_genus,ranks,total_rank,L_space_knot,epsilon,modulus,nu,tau
K12a888,True,3,4,"{(-4, -5): 1, (-3, -4): 9, (-2, -3): 33, (-1, -2): 67, (0, -1): 83, (1, 0): 67, (2, 1): 33, (3, 2): 9, (4, 3): 1}",303,False,1,2,1,1
K12a889,False,NaN,4,"{(-4, -3): 2, (-3, -2): 10, (-2, -1): 22, (-1, 0): 32, (0, 1): 35, (1, 2): 32, (2, 3): 22, (3, 4): 10, (4, 5): 2}",167,False,-1,2,0,-1
K12a890,False,NaN,3,"{(-3, -3): 4, (-2, -2): 21, (-1, -1): 47, (0, 0): 61, (1, 1): 47, (2, 2): 21, (3, 3): 4}",205,False,0,2,0,0
K12a891,False,NaN,4,"{(-4, -6): 2, (-3, -5): 11, (-2, -4): 29, (-1, -3): 47, (0, -2): 55, (1, -1): 47, (2, 0): 29, (3, 1): 11, (4, 2): 2}",233,False,1,2,2,2
K12a892,False,NaN,3,"{(-3, -4): 4, (-2, -3): 22, (-1, -2): 53, (0, -1): 69, (1, 0): 53, (2, 1): 22, (3, 2): 4}",227,False,1,2,1,1
K12a893,True,4,4,"{(-4, -4): 1, (-3, -3): 9, (-2, -2): 33, (-1, -1): 68, (0, 0): 87, (1, 1): 68, (2, 2): 33, (3, 3): 9, (4, 4): 1}",309,False,0,2,0,0
K12a894,False,NaN,4,"{(-4, -4): 2, (-3, -3): 12, (-2, -2): 33, (-1, -1): 56, (0, 0): 67, (1, 1): 56, (2, 2): 33, (3, 3): 12, (4, 4): 2}",273,False,0,2,0,0
K12a895,False,NaN,4,"{(-4, -5): 2, (-3, -4): 10, (-2, -3): 27, (-1, -2): 51, (0, -1): 63, (1, 0): 51, (2, 1): 27, (3, 2): 10, (4, 3): 2}",243,False,1,2,1,1
K12a896,False,NaN,4,"{(-4, -5): 2, (-3, -4): 11, (-2, -3): 26, (-1, -2): 40, (0, -1): 45, (1, 0): 40, (2, 1): 26, (3, 2): 11, (4, 3): 2}",203,False,1,2,1,1
K12a897,False,NaN,3,"{(-3, -3): 4, (-2, -2): 22, (-1, -1): 50, (0, 0): 65, (1, 1): 50, (2, 2): 22, (3, 3): 4}",217,False,0,2,0,0
K12a898,True,6,5,"{(-5, -4): 1, (-4, -3): 4, (-3, -2): 11, (-2, -1): 21, (-1, 0): 30, (0, 1): 33, (1, 2): 30, (2, 3): 21, (3, 4): 11, (4, 5): 4, (5, 6): 1}",167,False,-1,2,0,-1
K12a899,False,NaN,4,"{(-4, -4): 2, (-3, -3): 8, (-2, -2): 20, (-1, -1): 35, (0, 0): 43, (1, 1): 35, (2, 2): 20, (3, 3): 8, (4, 4): 2}",173,False,0,2,0,0
K12a900,False,NaN,3,"{(-3, -6): 8, (-2, -5): 29, (-1, -4): 54, (0, -3): 65, (1, -2): 54, (2, -1): 29, (3, 0): 8}",247,False,1,2,3,3
K12a901,True,5,4,"{(-4, -3): 1, (-3, -2): 9, (-2, -1): 27, (-1, 0): 47, (0, 1): 55, (1, 2): 47, (2, 3): 27, (3, 4): 9, (4, 5): 1}",223,False,-1,2,0,-1
K12a902,False,NaN,3,"{(-3, -3): 2, (-2, -2): 18, (-1, -1): 51, (0, 0): 71, (1, 1): 51, (2, 2): 18, (3, 3): 2}",213,False,0,2,0,0
K12a903,False,NaN,3,"{(-3, -5): 5, (-2, -4): 26, (-1, -3): 57, (0, -2): 73, (1, -1): 57, (2, 0): 26, (3, 1): 5}",249,False,1,2,2,2
K12a904,False,NaN,4,"{(-4, -5): 2, (-3, -4): 10, (-2, -3): 23, (-1, -2): 36, (0, -1): 41, (1, 0): 36, (2, 1): 23, (3, 2): 10, (4, 3): 2}",183,False,1,2,1,1
K12a905,False,NaN,3,"{(-3, -3): 4, (-2, -2): 20, (-1, -1): 43, (0, 0): 55, (1, 1): 43, (2, 2): 20, (3, 3): 4}",189,False,0,2,0,0
K12a906,True,4,4,"{(-4, -4): 1, (-3, -3): 8, (-2, -2): 26, (-1, -1): 53, (0, 0): 69, (1, 1): 53, (2, 2): 26, (3, 3): 8, (4, 4): 1}",245,False,0,2,0,0
K12a907,False,NaN,4,"{(-4, -6): 2, (-3, -5): 11, (-2, -4): 29, (-1, -3): 45, (0, -2): 51, (1, -1): 45, (2, 0): 29, (3, 1): 11, (4, 2): 2}",225,False,1,2,2,2
K12a908,False,NaN,3,"{(-3, -4): 4, (-2, -3): 22, (-1, -2): 55, (0, -1): 73, (1, 0): 55, (2, 1): 22, (3, 2): 4}",235,False,1,2,1,1
K12a909,True,3,5,"{(-5, -7): 1, (-4, -6): 4, (-3, -5): 9, (-2, -4): 14, (-1, -3): 16, (0, -2): 17, (1, -1): 16, (2, 0): 14, (3, 1): 9, (4, 2): 4, (5, 3): 1}",105,False,1,2,2,2
K12a910,False,NaN,4,"{(-4, -5): 2, (-3, -4): 9, (-2, -3): 22, (-1, -2): 36, (0, -1): 41, (1, 0): 36, (2, 1): 22, (3, 2): 9, (4, 3): 2}",179,False,1,2,1,1
K12a911,False,NaN,4,"{(-4, -5): 2, (-3, -4): 9, (-2, -3): 23, (-1, -2): 39, (0, -1): 45, (1, 0): 39, (2, 1): 23, (3, 2): 9, (4, 3): 2}",191,False,1,2,1,1
K12a912,False,NaN,3,"{(-3, -3): 3, (-2, -2): 12, (-1, -1): 26, (0, 0): 35, (1, 1): 26, (2, 2): 12, (3, 3): 3}",117,False,0,2,0,0
K12a913,True,3,4,"{(-4, -5): 1, (-3, -4): 7, (-2, -3): 24, (-1, -2): 48, (0, -1): 59, (1, 0): 48, (2, 1): 24, (3, 2): 7, (4, 3): 1}",219,False,1,2,1,1
K12a914,False,NaN,3,"{(-3, -2): 5, (-2, -1): 25, (-1, 0): 59, (0, 1): 77, (1, 2): 59, (2, 3): 25, (3, 4): 5}",255,False,-1,2,0,-1
K12a915,False,NaN,3,"{(-3, -4): 3, (-2, -3): 23, (-1, -2): 65, (0, -1): 89, (1, 0): 65, (2, 1): 23, (3, 2): 3}",271,False,1,2,1,1
K12a916,True,6,5,"{(-5, -4): 1, (-4, -3): 4, (-3, -2): 10, (-2, -1): 18, (-1, 0): 26, (0, 1): 29, (1, 2): 26, (2, 3): 18, (3, 4): 10, (4, 5): 4, (5, 6): 1}",147,False,-1,2,0,-1
K12a917,False,NaN,4,"{(-4, -4): 2, (-3, -3): 9, (-2, -2): 23, (-1, -1): 39, (0, 0): 47, (1, 1): 39, (2, 2): 23, (3, 3): 9, (4, 4): 2}",193,False,0,2,0,0
K12a918,True,5,4,"{(-4, -3): 1, (-3, -2): 9, (-2, -1): 29, (-1, 0): 53, (0, 1): 63, (1, 2): 53, (2, 3): 29, (3, 4): 9, (4, 5): 1}",247,False,-1,2,0,-1
K12a919,False,NaN,3,"{(-3, -3): 2, (-2, -2): 16, (-1, -1): 45, (0, 0): 63, (1, 1): 45, (2, 2): 16, (3, 3): 2}",189,False,0,2,0,0
K12a920,True,3,5,"{(-5, -7): 1, (-4, -6): 4, (-3, -5): 9, (-2, -4): 16, (-1, -3): 21, (0, -2): 23, (1, -1): 21, (2, 0): 16, (3, 1): 9, (4, 2): 4, (5, 3): 1}",125,False,1,2,2,2
K12a921,False,NaN,4,"{(-4, -5): 2, (-3, -4): 9, (-2, -3): 21, (-1, -2): 35, (0, -1): 41, (1, 0): 35, (2, 1): 21, (3, 2): 9, (4, 3): 2}",175,False,1,2,1,1
K12a922,False,NaN,4,"{(-4, -5): 2, (-3, -4): 11, (-2, -3): 32, (-1, -2): 60, (0, -1): 73, (1, 0): 60, (2, 1): 32, (3, 2): 11, (4, 3): 2}",283,False,1,2,1,1
K12a923,False,NaN,4,"{(-4, -7): 2, (-3, -6): 9, (-2, -5): 18, (-1, -4): 25, (0, -3): 27, (1, -2): 25, (2, -1): 18, (3, 0): 9, (4, 1): 2}",135,False,1,2,3,3
K12a924,False,NaN,3,"{(-3, -5): 4, (-2, -4): 20, (-1, -3): 43, (0, -2): 55, (1, -1): 43, (2, 0): 20, (3, 1): 4}",189,False,1,2,2,2
K12a925,False,NaN,4,"{(-4, -4): 2, (-3, -3): 10, (-2, -2): 28, (-1, -1): 51, (0, 0): 63, (1, 1): 51, (2, 2): 28, (3, 3): 10, (4, 4): 2}",245,False,0,2,0,0
K12a926,False,NaN,4,"{(-4, -5): 2, (-3, -4): 8, (-2, -3): 16, (-1, -2): 24, (0, -1): 27, (1, 0): 24, (2, 1): 16, (3, 2): 8, (4, 3): 2}",127,False,1,2,1,1
K12a927,False,NaN,3,"{(-3, -3): 4, (-2, -2): 18, (-1, -1): 37, (0, 0): 47, (1, 1): 37, (2, 2): 18, (3, 3): 4}",165,False,0,2,0,0
K12a928,True,4,4,"{(-4, -4): 1, (-3, -3): 8, (-2, -2): 31, (-1, -1): 69, (0, 0): 91, (1, 1): 69, (2, 2): 31, (3, 3): 8, (4, 4): 1}",309,False,0,2,0,0
K12a929,False,NaN,4,"{(-4, -5): 2, (-3, -4): 10, (-2, -3): 25, (-1, -2): 41, (0, -1): 47, (1, 0): 41, (2, 1): 25, (3, 2): 10, (4, 3): 2}",203,False,1,2,1,1
K12a930,False,NaN,4,"{(-4, -7): 2, (-3, -6): 9, (-2, -5): 19, (-1, -4): 28, (0, -3): 31, (1, -2): 28, (2, -1): 19, (3, 0): 9, (4, 1): 2}",147,False,1,2,3,3
K12a931,False,NaN,3,"{(-3, -5): 4, (-2, -4): 19, (-1, -3): 40, (0, -2): 51, (1, -1): 40, (2, 0): 19, (3, 1): 4}",177,False,1,2,2,2
K12a932,True,3,4,"{(-4, -5): 1, (-3, -4): 7, (-2, -3): 24, (-1, -2): 46, (0, -1): 55, (1, 0): 46, (2, 1): 24, (3, 2): 7, (4, 3): 1}",211,False,1,2,1,1
K12a933,True,5,4,"{(-4, -3): 1, (-3, -2): 8, (-2, -1): 26, (-1, 0): 49, (0, 1): 59, (1, 2): 49, (2, 3): 26, (3, 4): 8, (4, 5): 1}",227,False,-1,2,0,-1
K12a934,False,NaN,4,"{(-4, -5): 2, (-3, -4): 10, (-2, -3): 27, (-1, -2): 49, (0, -1): 59, (1, 0): 49, (2, 1): 27, (3, 2): 10, (4, 3): 2}",235,False,1,2,1,1
K12a935,True,4,4,"{(-4, -4): 1, (-3, -3): 8, (-2, -2): 29, (-1, -1): 59, (0, 0): 75, (1, 1): 59, (2, 2): 29, (3, 3): 8, (4, 4): 1}",269,False,0,2,0,0
K12a936,False,NaN,3,"{(-3, -3): 4, (-2, -2): 20, (-1, -1): 46, (0, 0): 61, (1, 1): 46, (2, 2): 20, (3, 3): 4}",201,False,0,2,0,0
K12a937,False,NaN,4,"{(-4, -7): 2, (-3, -6): 7, (-2, -5): 11, (-1, -4): 13, (0, -3): 13, (1, -2): 13, (2, -1): 11, (3, 0): 7, (4, 1): 2}",79,False,1,2,3,3
K12a938,False,NaN,3,"{(-3, -5): 4, (-2, -4): 16, (-1, -3): 29, (0, -2): 35, (1, -1): 29, (2, 0): 16, (3, 1): 4}",133,False,1,2,2,2
K12a939,False,NaN,2,"{(-2, -3): 10, (-1, -2): 40, (0, -1): 59, (1, 0): 40, (2, 1): 10}",159,False,1,2,1,1
K12a940,False,NaN,3,"{(-3, -3): 2, (-2, -2): 13, (-1, -1): 39, (0, 0): 57, (1, 1): 39, (2, 2): 13, (3, 3): 2}",165,False,0,2,0,0
K12a941,False,NaN,4,"{(-4, -5): 2, (-3, -4): 8, (-2, -3): 17, (-1, -2): 26, (0, -1): 29, (1, 0): 26, (2, 1): 17, (3, 2): 8, (4, 3): 2}",135,False,1,2,1,1
K12a942,False,NaN,3,"{(-3, -3): 4, (-2, -2): 18, (-1, -1): 39, (0, 0): 51, (1, 1): 39, (2, 2): 18, (3, 3): 4}",173,False,0,2,0,0
K12a943,False,NaN,3,"{(-3, -3): 4, (-2, -2): 21, (-1, -1): 51, (0, 0): 69, (1, 1): 51, (2, 2): 21, (3, 3): 4}",221,False,0,2,0,0
K12a944,False,NaN,4,"{(-4, -4): 2, (-3, -3): 9, (-2, -2): 21, (-1, -1): 32, (0, 0): 37, (1, 1): 32, (2, 2): 21, (3, 3): 9, (4, 4): 2}",165,False,0,2,0,0
K12a945,False,NaN,3,"{(-3, -4): 4, (-2, -3): 20, (-1, -2): 46, (0, -1): 59, (1, 0): 46, (2, 1): 20, (3, 2): 4}",199,False,1,2,1,1
K12a946,False,NaN,4,"{(-4, -7): 2, (-3, -6): 9, (-2, -5): 19, (-1, -4): 29, (0, -3): 33, (1, -2): 29, (2, -1): 19, (3, 0): 9, (4, 1): 2}",151,False,1,2,3,3
K12a947,False,NaN,3,"{(-3, -5): 4, (-2, -4): 18, (-1, -3): 35, (0, -2): 43, (1, -1): 35, (2, 0): 18, (3, 1): 4}",157,False,1,2,2,2
K12a948,True,3,4,"{(-4, -5): 1, (-3, -4): 9, (-2, -3): 29, (-1, -2): 54, (0, -1): 65, (1, 0): 54, (2, 1): 29, (3, 2): 9, (4, 3): 1}",251,False,1,2,1,1
K12a949,False,NaN,4,"{(-4, -5): 2, (-3, -4): 10, (-2, -3): 25, (-1, -2): 42, (0, -1): 49, (1, 0): 42, (2, 1): 25, (3, 2): 10, (4, 3): 2}",207,False,1,2,1,1
K12a950,False,NaN,3,"{(-3, -3): 4, (-2, -2): 20, (-1, -1): 45, (0, 0): 59, (1, 1): 45, (2, 2): 20, (3, 3): 4}",197,False,0,2,0,0
K12a951,True,5,4,"{(-4, -3): 1, (-3, -2): 9, (-2, -1): 32, (-1, 0): 65, (0, 1): 81, (1, 2): 65, (2, 3): 32, (3, 4): 9, (4, 5): 1}",295,False,-1,2,0,-1
K12a952,False,NaN,4,"{(-4, -7): 2, (-3, -6): 9, (-2, -5): 17, (-1, -4): 22, (0, -3): 23, (1, -2): 22, (2, -1): 17, (3, 0): 9, (4, 1): 2}",123,False,1,2,3,3
K12a953,False,NaN,3,"{(-3, -5): 4, (-2, -4): 20, (-1, -3): 42, (0, -2): 53, (1, -1): 42, (2, 0): 20, (3, 1): 4}",185,False,1,2,2,2
K12a954,False,NaN,4,"{(-4, -5): 2, (-3, -4): 10, (-2, -3): 25, (-1, -2): 43, (0, -1): 51, (1, 0): 43, (2, 1): 25, (3, 2): 10, (4, 3): 2}",211,False,1,2,1,1
K12a955,False,NaN,3,"{(-3, -3): 4, (-2, -2): 20, (-1, -1): 44, (0, 0): 57, (1, 1): 44, (2, 2): 20, (3, 3): 4}",193,False,0,2,0,0
K12a956,False,NaN,4,"{(-4, -2): 2, (-3, -1): 10, (-2, 0): 26, (-1, 1): 42, (0, 2): 49, (1, 3): 42, (2, 4): 26, (3, 5): 10, (4, 6): 2}",209,False,-1,2,-1,-2
K12a957,False,NaN,3,"{(-3, -2): 4, (-2, -1): 20, (-1, 0): 47, (0, 1): 61, (1, 2): 47, (2, 3): 20, (3, 4): 4}",203,False,-1,2,0,-1
K12a958,False,NaN,4,"{(-4, -2): 2, (-3, -1): 10, (-2, 0): 25, (-1, 1): 39, (0, 2): 45, (1, 3): 39, (2, 4): 25, (3, 5): 10, (4, 6): 2}",197,False,-1,2,-1,-2
K12a959,False,NaN,3,"{(-3, -2): 4, (-2, -1): 21, (-1, 0): 50, (0, 1): 65, (1, 2): 50, (2, 3): 21, (3, 4): 4}",215,False,-1,2,0,-1
K12a960,False,NaN,3,"{(-3, -3): 4, (-2, -2): 25, (-1, -1): 66, (0, 0): 91, (1, 1): 66, (2, 2): 25, (3, 3): 4}",281,False,0,2,0,0
K12a961,True,4,4,"{(-4, -4): 1, (-3, -3): 9, (-2, -2): 31, (-1, -1): 60, (0, 0): 75, (1, 1): 60, (2, 2): 31, (3, 3): 9, (4, 4): 1}",277,False,0,2,0,0
K12a962,True,3,4,"{(-4, -5): 1, (-3, -4): 9, (-2, -3): 28, (-1, -2): 51, (0, -1): 61, (1, 0): 51, (2, 1): 28, (3, 2): 9, (4, 3): 1}",239,False,1,2,1,1
K12a963,False,NaN,3,"{(-3, -3): 5, (-2, -2): 24, (-1, -1): 50, (0, 0): 63, (1, 1): 50, (2, 2): 24, (3, 3): 5}",221,False,0,2,0,0
K12a964,True,5,4,"{(-4, -3): 1, (-3, -2): 9, (-2, -1): 30, (-1, 0): 55, (0, 1): 65, (1, 2): 55, (2, 3): 30, (3, 4): 9, (4, 5): 1}",255,False,-1,2,0,-1
K12a965,True,4,4,"{(-4, -4): 1, (-3, -3): 9, (-2, -2): 32, (-1, -1): 65, (0, 0): 83, (1, 1): 65, (2, 2): 32, (3, 3): 9, (4, 4): 1}",297,False,0,2,0,0
K12a966,False,NaN,4,"{(-4, -4): 2, (-3, -3): 10, (-2, -2): 26, (-1, -1): 44, (0, 0): 53, (1, 1): 44, (2, 2): 26, (3, 3): 10, (4, 4): 2}",217,False,0,2,0,0
K12a967,False,NaN,3,"{(-3, -1): 5, (-2, 0): 27, (-1, 1): 58, (0, 2): 73, (1, 3): 58, (2, 4): 27, (3, 5): 5}",253,False,-1,2,-1,-2
K12a968,True,4,4,"{(-4, -4): 1, (-3, -3): 8, (-2, -2): 23, (-1, -1): 40, (0, 0): 49, (1, 1): 40, (2, 2): 23, (3, 3): 8, (4, 4): 1}",193,False,0,2,0,0
K12a969,False,NaN,3,"{(-3, -4): 2, (-2, -3): 14, (-1, -2): 33, (0, -1): 41, (1, 0): 33, (2, 1): 14, (3, 2): 2}",139,False,1,2,1,1
K12a970,False,NaN,4,"{(-4, -2): 2, (-3, -1): 8, (-2, 0): 15, (-1, 1): 18, (0, 2): 19, (1, 3): 18, (2, 4): 15, (3, 5): 8, (4, 6): 2}",105,False,-1,2,-1,-2
K12a971,False,NaN,3,"{(-3, -2): 4, (-2, -1): 18, (-1, 0): 37, (0, 1): 45, (1, 2): 37, (2, 3): 18, (3, 4): 4}",163,False,-1,2,0,-1
K12a972,False,NaN,4,"{(-4, -3): 2, (-3, -2): 10, (-2, -1): 24, (-1, 0): 36, (0, 1): 39, (1, 2): 36, (2, 3): 24, (3, 4): 10, (4, 5): 2}",183,False,-1,2,0,-1
K12a973,False,NaN,3,"{(-3, -6): 8, (-2, -5): 29, (-1, -4): 53, (0, -3): 63, (1, -2): 53, (2, -1): 29, (3, 0): 8}",243,False,1,2,3,3
K12a974,False,NaN,2,"{(-2, -4): 13, (-1, -3): 44, (0, -2): 63, (1, -1): 44, (2, 0): 13}",177,False,1,2,2,2
K12a975,False,NaN,3,"{(-3, -3): 4, (-2, -2): 22, (-1, -1): 52, (0, 0): 69, (1, 1): 52, (2, 2): 22, (3, 3): 4}",225,False,0,2,0,0
K12a976,False,NaN,3,"{(-3, -2): 4, (-2, -1): 25, (-1, 0): 66, (0, 1): 89, (1, 2): 66, (2, 3): 25, (3, 4): 4}",279,False,-1,2,0,-1
K12a977,False,NaN,4,"{(-4, -7): 2, (-3, -6): 10, (-2, -5): 22, (-1, -4): 34, (0, -3): 39, (1, -2): 34, (2, -1): 22, (3, 0): 10, (4, 1): 2}",175,False,1,2,3,3
K12a978,False,NaN,3,"{(-3, -5): 3, (-2, -4): 15, (-1, -3): 30, (0, -2): 37, (1, -1): 30, (2, 0): 15, (3, 1): 3}",133,False,1,2,2,2
K12a979,False,NaN,4,"{(-4, -4): 2, (-3, -3): 10, (-2, -2): 27, (-1, -1): 46, (0, 0): 55, (1, 1): 46, (2, 2): 27, (3, 3): 10, (4, 4): 2}",225,False,0,2,0,0
K12a980,False,NaN,4,"{(-4, -2): 2, (-3, -1): 11, (-2, 0): 31, (-1, 1): 53, (0, 2): 63, (1, 3): 53, (2, 4): 31, (3, 5): 11, (4, 6): 2}",257,False,-1,2,-1,-2
K12a981,True,6,5,"{(-5, -4): 1, (-4, -3): 4, (-3, -2): 10, (-2, -1): 17, (-1, 0): 23, (0, 1): 25, (1, 2): 23, (2, 3): 17, (3, 4): 10, (4, 5): 4, (5, 6): 1}",135,False,-1,2,0,-1
K12a982,False,NaN,4,"{(-4, -4): 2, (-3, -3): 9, (-2, -2): 23, (-1, -1): 38, (0, 0): 45, (1, 1): 38, (2, 2): 23, (3, 3): 9, (4, 4): 2}",189,False,0,2,0,0
K12a983,False,NaN,3,"{(-3, -5): 5, (-2, -4): 25, (-1, -3): 52, (0, -2): 65, (1, -1): 52, (2, 0): 25, (3, 1): 5}",229,False,1,2,2,2
K12a984,True,8,5,"{(-5, -2): 1, (-4, -1): 4, (-3, 0): 9, (-2, 1): 13, (-1, 2): 16, (0, 3): 17, (1, 4): 16, (2, 5): 13, (3, 6): 9, (4, 7): 4, (5, 8): 1}",103,False,-1,2,-2,-3
K12a985,False,NaN,4,"{(-4, -2): 2, (-3, -1): 9, (-2, 0): 21, (-1, 1): 30, (0, 2): 33, (1, 3): 30, (2, 4): 21, (3, 5): 9, (4, 6): 2}",157,False,-1,2,-1,-2
K12a986,False,NaN,4,"{(-4, -4): 2, (-3, -3): 12, (-2, -2): 34, (-1, -1): 59, (0, 0): 71, (1, 1): 59, (2, 2): 34, (3, 3): 12, (4, 4): 2}",285,False,0,2,0,0
K12a987,False,NaN,4,"{(-4, -2): 2, (-3, -1): 10, (-2, 0): 27, (-1, 1): 46, (0, 2): 55, (1, 3): 46, (2, 4): 27, (3, 5): 10, (4, 6): 2}",225,False,-1,2,-1,-2
K12a988,False,NaN,4,"{(-4, -2): 2, (-3, -1): 8, (-2, 0): 17, (-1, 1): 23, (0, 2): 25, (1, 3): 23, (2, 4): 17, (3, 5): 8, (4, 6): 2}",125,False,-1,2,-1,-2
K12a989,False,NaN,3,"{(-3, -2): 4, (-2, -1): 18, (-1, 0): 40, (0, 1): 51, (1, 2): 40, (2, 3): 18, (3, 4): 4}",175,False,-1,2,0,-1
K12a990,True,4,4,"{(-4, -4): 1, (-3, -3): 8, (-2, -2): 26, (-1, -1): 48, (0, 0): 59, (1, 1): 48, (2, 2): 26, (3, 3): 8, (4, 4): 1}",225,False,0,2,0,0
K12a991,True,6,4,"{(-4, -2): 1, (-3, -1): 8, (-2, 0): 25, (-1, 1): 44, (0, 2): 53, (1, 3): 44, (2, 4): 25, (3, 5): 8, (4, 6): 1}",209,False,-1,2,-1,-2
K12a992,True,4,4,"{(-4, -4): 1, (-3, -3): 9, (-2, -2): 30, (-1, -1): 57, (0, 0): 71, (1, 1): 57, (2, 2): 30, (3, 3): 9, (4, 4): 1}",265,False,0,2,0,0
K12a993,False,NaN,4,"{(-4, -4): 2, (-3, -3): 10, (-2, -2): 24, (-1, -1): 38, (0, 0): 45, (1, 1): 38, (2, 2): 24, (3, 3): 10, (4, 4): 2}",193,False,0,2,0,0
K12a994,False,NaN,4,"{(-4, -5): 2, (-3, -4): 12, (-2, -3): 34, (-1, -2): 60, (0, -1): 71, (1, 0): 60, (2, 1): 34, (3, 2): 12, (4, 3): 2}",287,False,1,2,1,1
K12a995,False,NaN,3,"{(-3, -6): 8, (-2, -5): 28, (-1, -4): 49, (0, -3): 57, (1, -2): 49, (2, -1): 28, (3, 0): 8}",227,False,1,2,3,3
K12a996,False,NaN,2,"{(-2, -4): 14, (-1, -3): 48, (0, -2): 69, (1, -1): 48, (2, 0): 14}",193,False,1,2,2,2
K12a997,False,NaN,4,"{(-4, -5): 2, (-3, -4): 10, (-2, -3): 26, (-1, -2): 44, (0, -1): 51, (1, 0): 44, (2, 1): 26, (3, 2): 10, (4, 3): 2}",215,False,1,2,1,1
K12a998,False,NaN,4,"{(-4, -5): 2, (-3, -4): 11, (-2, -3): 30, (-1, -2): 52, (0, -1): 61, (1, 0): 52, (2, 1): 30, (3, 2): 11, (4, 3): 2}",251,False,1,2,1,1
K12a999,True,6,5,"{(-5, -4): 1, (-4, -3): 4, (-3, -2): 11, (-2, -1): 21, (-1, 0): 31, (0, 1): 35, (1, 2): 31, (2, 3): 21, (3, 4): 11, (4, 5): 4, (5, 6): 1}",171,False,-1,2,0,-1
K12a1000,False,NaN,4,"{(-4, -4): 2, (-3, -3): 8, (-2, -2): 19, (-1, -1): 30, (0, 0): 35, (1, 1): 30, (2, 2): 19, (3, 3): 8, (4, 4): 2}",153,False,0,2,0,0
K12a1001,False,NaN,3,"{(-3, -3): 4, (-2, -2): 19, (-1, -1): 43, (0, 0): 57, (1, 1): 43, (2, 2): 19, (3, 3): 4}",189,False,0,2,0,0
K12a1002,True,6,5,"{(-5, -4): 1, (-4, -3): 5, (-3, -2): 13, (-2, -1): 23, (-1, 0): 32, (0, 1): 35, (1, 2): 32, (2, 3): 23, (3, 4): 13, (4, 5): 5, (5, 6): 1}",183,False,-1,2,0,-1
K12a1003,False,NaN,4,"{(-4, -2): 2, (-3, -1): 10, (-2, 0): 28, (-1, 1): 48, (0, 2): 57, (1, 3): 48, (2, 4): 28, (3, 5): 10, (4, 6): 2}",233,False,-1,2,-1,-2
K12a1004,False,NaN,3,"{(-3, -6): 8, (-2, -5): 30, (-1, -4): 57, (0, -3): 69, (1, -2): 57, (2, -1): 30, (3, 0): 8}",259,False,1,2,3,3
K12a1005,False,NaN,4,"{(-4, -4): 2, (-3, -3): 11, (-2, -2): 29, (-1, -1): 49, (0, 0): 59, (1, 1): 49, (2, 2): 29, (3, 3): 11, (4, 4): 2}",241,False,0,2,0,0
K12a1006,False,NaN,4,"{(-4, -4): 2, (-3, -3): 10, (-2, -2): 25, (-1, -1): 41, (0, 0): 49, (1, 1): 41, (2, 2): 25, (3, 3): 10, (4, 4): 2}",205,False,0,2,0,0
K12a1007,False,NaN,4,"{(-4, -3): 2, (-3, -2): 9, (-2, -1): 19, (-1, 0): 27, (0, 1): 29, (1, 2): 27, (2, 3): 19, (3, 4): 9, (4, 5): 2}",143,False,-1,2,0,-1
K12a1008,False,NaN,3,"{(-3, -3): 4, (-2, -2): 20, (-1, -1): 45, (0, 0): 59, (1, 1): 45, (2, 2): 20, (3, 3): 4}",197,False,0,2,0,0
K12a1009,False,NaN,4,"{(-4, -6): 2, (-3, -5): 9, (-2, -4): 19, (-1, -3): 25, (0, -2): 27, (1, -1): 25, (2, 0): 19, (3, 1): 9, (4, 2): 2}",137,False,1,2,2,2
K12a1010,False,NaN,3,"{(-3, -4): 4, (-2, -3): 20, (-1, -2): 45, (0, -1): 57, (1, 0): 45, (2, 1): 20, (3, 2): 4}",195,False,1,2,1,1
K12a1011,True,5,5,"{(-5, -5): 1, (-4, -4): 4, (-3, -3): 9, (-2, -2): 15, (-1, -1): 20, (0, 0): 23, (1, 1): 20, (2, 2): 15, (3, 3): 9, (4, 4): 4, (5, 5): 1}",121,False,0,2,0,0
K12a1012,False,NaN,4,"{(-4, -5): 2, (-3, -4): 9, (-2, -3): 21, (-1, -2): 32, (0, -1): 35, (1, 0): 32, (2, 1): 21, (3, 2): 9, (4, 3): 2}",163,False,1,2,1,1
K12a1013,True,4,5,"{(-5, -6): 1, (-4, -5): 4, (-3, -4): 9, (-2, -3): 15, (-1, -2): 20, (0, -1): 21, (1, 0): 20, (2, 1): 15, (3, 2): 9, (4, 3): 4, (5, 4): 1}",119,False,1,2,1,1
K12a1014,False,NaN,4,"{(-4, -4): 2, (-3, -3): 9, (-2, -2): 21, (-1, -1): 34, (0, 0): 41, (1, 1): 34, (2, 2): 21, (3, 3): 9, (4, 4): 2}",173,False,0,2,0,0
K12a1015,False,NaN,4,"{(-4, -3): 2, (-3, -2): 8, (-2, -1): 17, (-1, 0): 25, (0, 1): 27, (1, 2): 25, (2, 3): 17, (3, 4): 8, (4, 5): 2}",131,False,-1,2,0,-1
K12a1016,False,NaN,3,"{(-3, -3): 4, (-2, -2): 18, (-1, -1): 40, (0, 0): 53, (1, 1): 40, (2, 2): 18, (3, 3): 4}",177,False,0,2,0,0
